TransactionID,TransactionAmt,TransactionDT,ProductCD,UserID,Merchant,CardNumber,BINNumber,CardNetwork,CardTier,CardType,PhoneNumbers,UserRegion,OrderRegion,ReceiverRegion,Distance,SenderEmail,MerchantEmail,DeviceType,DeviceInfo,DaysSinceLastTransac,SameCardDaysDiff,SameAddressDaysDiff,SameMerchantEmailDaysDiff,SameDeviceTypeDaysDiff,DeviceMatching,DeviceMismatch,RegionMismatch,TransactionConsistency,TransactionCount,UniqueMerchants,SameOrderRegionCount,SameDeviceCount,UniqueOrderRegion,TransactionTimeSlot,HourWithinTimeSlot,TransactionWeekday,AvgTransactionInterval,TransactionAmountVariance,TransactionRatio,MedianTransactionAmount,AvgTransactionAmtIn24Hrs,TransactionVelocity,TimingAnomaly,RegionAnomaly,HourlyTransactionCount,isFraud
17028,49.98,2024-08-19 03:07:59,Wallet,1693,Zomato,4047566845773925,404756,American Express,Silver,Debit,+91 9927335779,Mysuru,Mysuru,Hubli-Dharwad,391.67,neha@outlook.co.in,wallet@zomato.com,mobile,iOS Device,11.0,28.0,28.0,53.0,0.0,0,1,1,0,3,3,7,3.0,2,4,1,0,0,3,2,0,0,0,1,1,1,1
22283,447.69,2024-08-19 03:23:53,Wallet,1427,Google Play,4042218851869255,404221,Visa,Silver,Debit,+91 9720026554,Davanagere,Davanagere,Bengaluru Urban,245.55,sunil@gmail.com,wallet@googleplay.com,mobile,Realme,16.0,42.0,100.0,6.0,42.0,1,0,1,0,5,6,9,4.0,3,4,0,0,0,4,5,7,2,0,1,0,1,1
21949,48.79,2024-08-19 04:06:59,Wallet,1693,Zomato,4047566845773925,404756,American Express,Silver,Debit,+91 9927335779,Mysuru,Mysuru,Hubli-Dharwad,391.67,neha@outlook.co.in,wallet@zomato.com,mobile,Motorola,11.0,28.0,28.0,53.0,0.0,0,1,1,0,3,3,7,3.0,2,4,1,0,0,3,2,0,0,0,1,1,1,1
16005,37.6,2024-08-19 05:18:34,Consumable,1593,Nature’s Basket,4313716871365735,431371,Visa,Platinum,Debit,+91 7256797820,Bengaluru Urban,Hubli-Dharwad,Mangaluru,287.41,sunil@zoho.com,consumable@nature’sbasket.com,mobile,,37.0,49.0,0.0,0.0,49.0,0,0,1,0,1,4,3,,3,4,3,0,0,2,1,3,0,0,1,1,1,0
19588,241.53,2024-08-19 05:48:40,Wallet,1952,Amazon,4249950733451800,424995,Visa,Gold,Credit,+91 9097920940,Udupi,Udupi,Udupi,47.9,manish@bsnl.in,wallet@amazon.com,desktop,MacOS,118.0,118.0,130.0,216.0,0.0,0,0,0,0,5,8,5,5.0,4,4,3,0,0,2,6,1,2,0,0,0,1,0
19664,42.26,2024-08-19 05:52:48,Wallet,1958,Zomato,4228576363439644,422857,Mastercard,Gold,Debit,+91 8056673031,Kalaburagi,Belagavi,Hubli-Dharwad,69.97,,wallet@zomato.com,,,22.0,88.0,2.0,198.0,,0,1,1,0,1,4,1,,3,4,3,0,1,9,0,7,0,0,0,0,1,0
21864,225.42,2024-08-19 07:18:42,Household,1212,Wakefit,4283878768440793,428387,Visa,Platinum,Debit,+91 9407951958,Bengaluru Urban,Mandya,Yadgir,470.21,ramesh@rediffmail.com,household@wakefit.com,mobile,,11.0,162.0,0.0,80.0,162.0,0,1,1,1,1,7,1,,4,0,0,6,1,9,2,7,2,0,1,0,1,0
10080,35.31,2024-08-19 08:06:34,Wallet,1007,Wallet_Merchant01,4497791249666013,449779,Visa,Platinum,Debit,+91 9945205806,Mangaluru,Mangaluru,Mangaluru,61.18,ravi@gmail.com,wallet@wallet_merchant01.com,,iOS Device,4.0,4.0,4.0,138.0,,0,1,0,0,6,9,6,,7,5,2,0,0,4,1,1,0,0,0,0,1,0
10976,325.26,2024-08-19 08:10:53,Consumable,1097,MilkBasket,4190979588259009,419097,Rupay,Platinum,Debit,+91 9614009197,Bengaluru Urban,Mysuru,Shivamogga,214.78,meena@bsnl.in,consumable@milkbasket.com,desktop,,77.0,77.0,177.0,96.0,106.0,0,1,1,0,1,7,1,,4,5,2,0,0,3,6,2,2,0,1,1,1,0
12678,99.78,2024-08-19 08:58:12,Wallet,1258,Swiggy Instamart,4530802353923824,453080,Visa,Silver,Debit,+91 8803772585,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,58.47,vikas@rediffmail.com,wallet@swiggyinstamart.com,mobile,iOS Device,63.0,63.0,63.0,17.0,63.0,0,0,0,0,5,5,10,4.0,3,5,2,0,2,1,4,1,1,0,1,0,1,1
20496,47.01,2024-08-19 09:06:26,Household,1631,IKEA,4578117365626981,457811,Visa,Black,Prepaid,+91 7023183775,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,38.2,priya@outlook.co.in,household@ikea.com,mobile,,50.0,60.0,156.0,69.0,60.0,0,0,0,0,3,5,10,,3,1,3,6,2,9,0,3,0,0,1,1,1,0
13110,74.28,2024-08-19 10:44:05,Consumable,1302,JioMart,4189383740755371,418938,Visa,Gold,Credit,+91 8643316108,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,90.75,shreya@airtelmail.com,consumable@jiomart.com,mobile,Oppo,178.0,178.0,182.0,141.0,178.0,1,0,0,0,3,4,7,3.0,2,0,0,0,2,4,1,7,0,0,1,1,1,0
21391,12.16,2024-08-19 10:51:21,Wallet,1335,BigBasket,4628685415530726,462868,Visa,Black,Debit,+91 8924777568,Belagavi,Belagavi,Mysuru,456.17,ramesh@airtelmail.com,wallet@bigbasket.com,mobile,iOS Device,39.0,39.0,39.0,79.0,0.0,0,1,1,0,6,8,6,1.0,5,0,1,6,0,3,0,0,0,0,1,1,1,0
10784,945.77,2024-08-19 11:04:10,Consumable,1082,JioMart,4324083575117681,432408,Visa,Black,Debit,+91 9619528066,Udupi,Udupi,Udupi,91.71,shreya@indiatimes.com,consumable@jiomart.com,mobile,Realme,52.0,52.0,86.0,0.0,52.0,0,0,0,0,4,7,4,1.0,3,0,1,0,1,7,6,6,2,0,1,0,1,0
17125,67.87,2024-08-19 12:01:03,Household,1702,IKEA,4301157381765524,430115,Visa,Black,Debit,+91 7269036014,Kalaburagi,Bengaluru Urban,Bengaluru Urban,52.27,kavita@bsnl.in,household@ikea.com,mobile,Poco,14.0,14.0,0.0,0.0,14.0,0,0,1,0,3,8,3,4.0,4,0,2,0,0,9,0,2,0,0,1,1,1,0
10312,23.36,2024-08-19 12:15:49,Wallet,1029,Flipkart,4994789966601625,499478,Visa,Silver,Debit,+91 9522099495,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,77.37,meena@bsnl.in,wallet@flipkart.com,mobile,Redmi,19.0,19.0,19.0,0.0,19.0,0,0,0,0,4,4,8,4.0,2,0,2,0,1,1,1,1,0,0,1,1,1,0
12106,136.58,2024-08-19 12:38:04,Wallet,1205,Wallet_Merchant01,4936043927512625,493604,Visa,Gold,Debit,+91 8288693858,Mangaluru,Mangaluru,Mangaluru,42.74,kiran@airtelmail.com,wallet@wallet_merchant01.com,mobile,Redmi,7.0,7.0,33.0,33.0,33.0,1,0,0,0,6,7,6,3.0,4,0,2,0,0,2,3,6,1,0,1,0,1,0
21826,35.59,2024-08-19 12:53:34,Wallet,1007,Wallet_Merchant01,4497791249666013,449779,Visa,Platinum,Debit,+91 9945205806,Mangaluru,Mangaluru,Mangaluru,61.18,ravi@gmail.com,wallet@wallet_merchant01.com,,iOS Device,4.0,4.0,4.0,138.0,,0,1,0,0,6,9,6,,7,5,2,0,0,4,1,1,0,0,0,0,1,0
17792,109.85,2024-08-19 13:13:33,Consumable,1772,Zepto,4080722988632968,408072,Visa,Silver,Debit,+91 7066496179,Tumakuru,Bengaluru Urban,Tumakuru,67.35,rajesh@rediffmail.com,consumable@zepto.com,mobile,Oppo,8.0,17.0,17.0,203.0,17.0,1,0,0,0,2,2,5,3.0,1,0,3,0,0,0,3,4,1,0,1,1,1,0
11976,157.46,2024-08-19 13:33:22,Consumable,1193,DMart,4105789085257347,410578,Visa,Gold,Credit,+91 9542692129,Koppal,Koppal,Koppal,98.94,anjali@aol.in,consumable@dmart.com,mobile,,42.0,42.0,42.0,0.0,42.0,0,0,0,0,9,10,9,,6,0,3,0,0,9,2,2,1,0,1,0,1,0
11093,787.32,2024-08-19 14:04:24,Wallet,1109,Zomato,4789825381037182,478982,Visa,Gold,Debit,+91 8848917900,Haveri,Haveri,Haveri,17.72,rajesh@outlook.co.in,wallet@zomato.com,mobile,Poco,55.0,55.0,77.0,108.0,100.0,1,0,0,0,5,8,5,6.0,6,1,0,0,0,9,5,8,2,0,1,0,1,0
15783,17.08,2024-08-19 14:14:27,Wallet,1569,BigBasket,4828132294785624,482813,Mastercard,Platinum,Debit,+91 9946465319,Bengaluru Urban,Bengaluru Urban,Shivamogga,243.53,anjali@aol.in,wallet@bigbasket.com,mobile,Realme,24.0,24.0,24.0,205.0,24.0,1,0,1,0,5,4,15,4.0,1,1,0,0,1,5,0,0,0,0,1,1,1,0
16168,296.82,2024-08-19 16:15:16,Services,1610,Netflix,4216250920722561,421625,Visa,Silver,Credit,+91 8257205931,Bidar,Bidar,Bidar,79.65,rahul@gmail.com,services@netflix.com,desktop,Windows,8.0,8.0,8.0,41.0,8.0,0,1,0,0,4,4,6,3.0,1,1,2,0,0,8,2,8,2,0,0,0,1,0
10513,132.17,2024-08-19 19:01:39,Wallet,1052,Flipkart,4976543330984155,497654,Visa,Black,Credit,+91 7474766338,Ballari,Ballari,Ballari,41.32,kiran@indiatimes.com,wallet@flipkart.com,mobile,iOS Device,95.0,103.0,103.0,175.0,103.0,1,0,0,0,4,5,4,4.0,2,2,1,0,1,0,5,0,1,0,0,0,1,0
18632,12.39,2024-08-19 20:03:30,Wallet,1855,Swiggy Instamart,4735340284683608,473534,Mastercard,Black,Debit,+91 8479533246,Kalaburagi,Kalaburagi,Kalaburagi,64.26,amit@gmail.com,wallet@swiggyinstamart.com,desktop,MacOS,69.0,111.0,0.0,0.0,111.0,0,1,0,0,1,3,6,3.0,3,2,2,0,2,2,0,0,0,0,1,0,1,0
18069,43.93,2024-08-19 21:04:39,Consumable,1800,Blinkit,4635241878120604,463524,Visa,Black,Credit,+91 7596864625,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,12.07,sonia@outlook.co.in,consumable@blinkit.com,desktop,MacOS,121.0,121.0,121.0,61.0,121.0,1,0,0,0,3,3,5,3.0,1,2,3,0,2,8,0,0,0,0,1,0,1,0
10483,21.21,2024-08-20 00:56:30,Consumable,1049,Swiggy Instamart,4674161152954639,467416,Mastercard,Gold,Debit,+91 7005529898,Ballari,Ballari,Ballari,96.15,priya@gmail.com,consumable@swiggyinstamart.com,desktop,Linux,58.0,58.0,71.0,0.0,71.0,1,0,0,0,3,3,5,4.0,2,3,2,1,1,5,0,7,0,0,1,0,1,0
19083,616.71,2024-08-20 01:37:04,Services,1901,JioSaavn,4025475456964300,402547,Visa,Platinum,Debit,+91 7083562404,Hubli-Dharwad,Hubli-Dharwad,Hubli-Dharwad,47.32,amit@yahoo.co.in,services@jiosaavn.com,desktop,Windows,14.0,14.0,14.0,0.0,135.0,0,1,0,1,8,10,8,3.0,6,3,3,1,0,6,6,5,2,0,1,0,1,0
14592,706.32,2024-08-20 02:13:58,Wallet,1447,Wallet_Merchant01,4083721211621134,408372,Visa,Silver,Debit,+91 7264872298,Bengaluru Urban,Kalaburagi,Bengaluru Urban,488.59,suresh@airtelmail.com,wallet@wallet_merchant01.com,,Windows,61.0,61.0,0.0,0.0,,0,1,0,0,1,5,1,,4,4,0,1,1,6,5,8,2,0,0,1,1,0
15223,2.84,2024-08-20 02:24:29,Wallet,1510,Google Play,4077367305326871,407736,Rupay,Silver,Debit,+91 7986208733,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,97.55,deepak@airtelmail.com,wallet@googleplay.com,mobile,,92.0,92.0,92.0,151.0,92.0,0,0,0,0,5,5,8,,1,4,0,1,1,2,0,7,0,0,1,0,1,0
17282,164.96,2024-08-20 02:49:57,Wallet,1719,Zomato,4958195738274937,495819,Mastercard,Platinum,Debit,+91 9456661739,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,58.71,sunil@bsnl.in,wallet@zomato.com,,Linux,86.0,,16.0,170.0,,0,1,0,0,1,1,5,,1,4,0,1,,,4,5,1,0,0,1,1,0
20974,21.43,2024-08-20 03:36:30,Consumable,1049,Swiggy Instamart,4674161152954639,467416,Mastercard,Gold,Debit,+91 7005529898,Ballari,Ballari,Ballari,96.15,priya@gmail.com,consumable@swiggyinstamart.com,desktop,Linux,58.0,58.0,71.0,0.0,71.0,1,0,0,0,3,3,5,4.0,2,3,2,1,1,5,0,7,0,0,1,0,1,0
17803,143.06,2024-08-20 05:01:33,Wallet,1773,Uber,4163542820327423,416354,Visa,Platinum,Debit,+91 7109091913,Bengaluru Urban,Bengaluru Urban,Udupi,311.94,,wallet@uber.com,mobile,,9.0,9.0,9.0,74.0,9.0,0,0,1,0,4,5,4,,4,4,3,1,1,7,2,5,1,0,1,1,1,0
15712,434.96,2024-08-20 08:22:06,Retail,1561,Ajio,4582627662499266,458262,Visa,Silver,Debit,+91 8184384341,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,34.39,rahul@yahoo.co.in,retail@ajio.com,desktop,Windows,29.0,29.0,49.0,76.0,0.0,0,1,0,1,3,4,5,2.0,2,5,2,1,1,6,5,7,2,0,0,0,1,0
18973,514.59,2024-08-20 10:32:58,Consumable,1891,Blinkit,4900172909848947,490017,Visa,Gold,Debit,+91 7066630245,Bengaluru Urban,Bengaluru Urban,Ballari,250.62,manish@aol.in,consumable@blinkit.com,mobile,,28.0,28.0,28.0,101.0,129.0,0,0,1,0,12,12,12,,3,0,0,1,0,8,6,1,2,0,1,1,1,0
14912,207.99,2024-08-20 11:32:15,Consumable,1478,DMart,4131732744244999,413173,Visa,Silver,Prepaid,+91 7245505477,Bengaluru Urban,Bengaluru Urban,Mangaluru,298.77,shreya@bsnl.in,consumable@dmart.com,,Huawei,74.0,74.0,167.0,178.0,,0,1,1,0,4,5,6,,2,0,1,1,2,5,3,7,1,0,0,1,1,0
10585,226.17,2024-08-20 11:51:20,Household,1060,Urban Ladder,4756771008080222,475677,Mastercard,Black,Credit,+91 7184331205,Gadag,Gadag,Gadag,83.58,,household@urbanladder.com,mobile,Motorola,64.0,64.0,72.0,0.0,64.0,0,0,0,0,2,4,3,3.0,2,0,1,1,2,8,3,7,2,0,1,0,1,0
19189,122.98,2024-08-20 12:03:50,Wallet,1912,Amazon,4612743299202793,461274,Visa,Gold,Debit,+91 7599515082,Belagavi,Bengaluru Urban,Bengaluru Urban,99.75,ravi@bsnl.in,wallet@amazon.com,mobile,,14.0,14.0,189.0,0.0,14.0,0,0,1,0,3,7,3,,5,0,2,1,1,1,4,3,1,0,1,1,1,0
19315,34.68,2024-08-20 12:11:46,Consumable,1922,Zepto,4648683861885625,464868,Visa,Gold,Credit,+91 9821429957,Bengaluru Urban,Davanagere,Bengaluru Urban,245.55,rahul@gmail.com,consumable@zepto.com,,Motorola,26.0,51.0,151.0,41.0,,0,1,0,0,1,4,1,,2,0,2,1,2,2,1,4,0,0,0,0,1,0
13080,366.96,2024-08-20 13:22:23,Wallet,1300,Zomato,4513500649244994,451350,Rupay,Silver,Credit,+91 8635063249,Bengaluru Urban,Bengaluru Urban,Davanagere,245.55,,wallet@zomato.com,mobile,,33.0,33.0,33.0,185.0,33.0,0,0,1,0,10,10,10,,4,0,3,1,0,9,3,7,2,0,1,1,2,0
16824,184.79,2024-08-20 13:54:55,Wallet,1673,Zomato,4294307782768531,429430,Mastercard,Black,Debit,+91 7224665504,Uttara Kannada,Uttara Kannada,Bengaluru Urban,391.63,kavita@zoho.com,wallet@zomato.com,desktop,Windows,6.0,198.0,198.0,0.0,0.0,0,1,1,0,3,4,7,3.0,2,0,3,1,2,7,3,6,1,0,1,0,2,0
14508,57.94,2024-08-20 14:24:36,Wallet,1438,Zomato,4382627825208341,438262,Visa,Black,Credit,+91 8400232555,Bagalkot,Bagalkot,Bagalkot,28.28,,wallet@zomato.com,desktop,MacOS,10.0,27.0,27.0,27.0,0.0,0,1,0,0,5,3,9,4.0,1,1,0,1,1,7,1,0,0,0,1,0,1,0
16863,34.71,2024-08-20 16:48:58,Wallet,1677,BigBasket,4012199662334570,401219,Visa,Silver,Debit,+91 7415553113,Bengaluru Urban,Bengaluru Urban,Kalaburagi,488.59,kavita@aol.in,wallet@bigbasket.com,mobile,,54.0,54.0,54.0,0.0,28.0,0,0,1,0,3,4,5,,2,1,2,1,1,0,2,0,0,0,1,1,1,0
10972,291.96,2024-08-20 17:01:26,Wallet,1097,BigBasket,4190979588259009,419097,Rupay,Platinum,Debit,+91 9614009197,Bengaluru Urban,Bengaluru Urban,Mysuru,127.9,meena@bsnl.in,wallet@bigbasket.com,mobile,Pixel,1.0,1.0,78.0,78.0,78.0,1,0,1,0,5,7,9,6.0,4,1,3,1,0,3,5,2,2,0,1,1,1,0
19020,388.35,2024-08-20 17:13:52,Wallet,1895,Zomato,4900251507189126,490025,Visa,Platinum,Credit,+91 8234392384,Hubli-Dharwad,Bengaluru Urban,Hubli-Dharwad,391.77,,wallet@zomato.com,mobile,Redmi,13.0,13.0,103.0,182.0,13.0,1,0,0,0,2,6,4,7.0,3,1,3,1,0,7,5,1,2,0,1,1,1,0
12557,948.51,2024-08-20 17:15:13,Wallet,1248,Uber,4061820399555209,406182,Visa,Gold,Debit,+91 7090311409,Mysuru,Hubli-Dharwad,Hubli-Dharwad,63.11,meena@bsnl.in,wallet@uber.com,mobile,Pixel,2.0,220.0,90.0,0.0,220.0,1,0,1,0,1,5,1,4.0,3,1,3,1,2,8,6,5,2,0,1,0,1,0
10932,133.17,2024-08-20 17:17:17,Consumable,1094,Blinkit,4518956958985566,451895,Mastercard,Gold,Debit,+91 9478892830,Bengaluru Rural,Hubli-Dharwad,Bengaluru Rural,382.32,anjali@yahoo.co.in,consumable@blinkit.com,mobile,Samsung,4.0,59.0,0.0,0.0,221.0,0,1,0,1,1,5,1,3.0,4,1,3,1,2,1,4,3,1,0,1,1,1,0
11553,75.56,2024-08-20 17:37:33,Household,1152,IKEA,4416627126508027,441662,Mastercard,Platinum,Debit,+91 7013339444,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,89.71,shreya@yahoo.co.in,household@ikea.com,mobile,iOS Device,84.0,97.0,97.0,153.0,97.0,0,0,0,0,3,5,6,3.0,3,1,3,1,1,0,4,0,0,0,1,1,1,0
10970,31.08,2024-08-20 18:17:26,Wallet,1097,Flipkart,4190979588259009,419097,Rupay,Platinum,Debit,+91 9614009197,Bengaluru Urban,Shivamogga,Bengaluru Urban,243.53,meena@bsnl.in,wallet@flipkart.com,desktop,,0.0,0.0,0.0,54.0,1.0,0,1,0,0,1,7,1,,4,2,0,1,0,3,0,2,2,0,1,0,1,0
19651,20.5,2024-08-20 18:38:03,Wallet,1957,Zomato,4726658975922212,472665,Rupay,Black,Credit,+91 8514292344,Bidar,Bengaluru Urban,Hubli-Dharwad,391.77,kavita@aol.in,wallet@zomato.com,,iOS Device,3.0,3.0,51.0,0.0,,0,1,1,0,3,9,4,,7,2,0,1,0,8,0,7,0,0,0,1,1,0
18992,48.71,2024-08-20 20:27:38,Consumable,1893,MilkBasket,4036932079227983,403693,Mastercard,Gold,Debit,+91 8268315783,Bengaluru Urban,Chitradurga,Chitradurga,75.41,manish@rediffmail.com,consumable@milkbasket.com,mobile,Samsung,32.0,32.0,135.0,88.0,32.0,1,0,1,0,1,7,1,6.0,3,2,2,1,1,5,1,1,0,0,1,0,1,0
20852,121.26,2024-08-20 22:53:50,Wallet,1912,Amazon,4612743299202793,461274,Visa,Gold,Debit,+91 7599515082,Belagavi,Bengaluru Urban,Bengaluru Urban,99.75,ravi@bsnl.in,wallet@amazon.com,mobile,,14.0,14.0,189.0,0.0,14.0,0,0,1,0,3,7,3,,5,0,2,1,1,1,4,3,1,0,1,1,1,0
15675,54.11,2024-08-21 01:18:06,Wallet,1558,Zomato,4219359778746486,421935,Visa,Platinum,Prepaid,+91 7179738393,Bengaluru Urban,Shivamogga,Bengaluru Urban,243.53,amit@airtelmail.com,wallet@zomato.com,desktop,Linux,29.0,29.0,0.0,0.0,29.0,1,0,0,0,2,5,2,4.0,4,3,3,2,2,7,0,2,0,0,1,1,1,1
18565,170.0,2024-08-21 01:46:25,Wallet,1849,Wallet_Merchant01,4232823664728513,423282,American Express,Silver,Debit,+91 9896820973,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,52.54,,wallet@wallet_merchant01.com,mobile,Vivo,39.0,39.0,57.0,0.0,39.0,1,0,0,0,8,10,9,6.0,4,3,3,2,0,7,3,5,1,0,0,0,1,0
10466,253.15,2024-08-21 04:56:36,Wallet,1046,Swiggy Instamart,4293161419890080,429316,Rupay,Gold,Debit,+91 8960424022,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,74.21,neha@outlook.co.in,wallet@swiggyinstamart.com,mobile,Realme,16.0,170.0,170.0,0.0,170.0,0,0,0,0,3,3,5,1.0,1,4,2,2,2,2,5,6,2,0,1,0,1,0
18791,148.74,2024-08-21 05:30:28,Retail,1873,Myntra,4555015600943160,455501,Mastercard,Gold,Prepaid,+91 8300881669,Kodagu,Kodagu,Kodagu,32.56,rajesh@gmail.com,retail@myntra.com,desktop,Linux,16.0,113.0,113.0,173.0,113.0,0,0,0,0,3,4,3,1.0,2,4,3,2,1,5,2,8,1,0,0,0,1,0
18012,110.85,2024-08-21 06:18:16,Wallet,1794,Zomato,4320398779121907,432039,Visa,Gold,Debit,+91 9535141321,Mysuru,Mysuru,Bengaluru Urban,127.9,ravi@yahoo.co.in,wallet@zomato.com,mobile,,81.0,81.0,81.0,0.0,81.0,0,0,1,0,4,7,4,,3,5,0,2,1,2,2,6,1,0,1,0,1,0
15050,81.29,2024-08-21 06:42:12,Household,1491,Godrej Interio,4016236126443468,401623,Visa,Silver,Debit,+91 9047445949,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,36.8,,household@godrejinterio.com,,,53.0,173.0,173.0,6.0,,0,1,0,1,3,3,9,,2,5,0,2,2,4,1,7,0,0,0,0,1,0
21065,82.44,2024-08-21 07:36:12,Household,1491,Godrej Interio,4016236126443468,401623,Visa,Silver,Debit,+91 9047445949,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,36.8,,household@godrejinterio.com,,,53.0,173.0,173.0,6.0,,0,1,0,1,3,3,9,,2,5,0,2,2,4,1,7,0,0,0,0,1,0
20253,225.72,2024-08-21 07:50:20,Household,1060,Urban Ladder,4756771008080222,475677,Mastercard,Black,Credit,+91 7184331205,Gadag,Gadag,Gadag,83.58,,household@urbanladder.com,mobile,Motorola,64.0,64.0,72.0,0.0,64.0,0,0,0,0,2,4,3,3.0,2,0,1,1,2,8,3,7,2,0,1,0,1,0
19872,331.31,2024-08-21 08:11:41,Wallet,1979,Flipkart,4080527058376150,408052,Mastercard,Gold,Debit,+91 7251628585,Belagavi,Belagavi,Belagavi,31.83,ramesh@rediffmail.com,wallet@flipkart.com,desktop,Windows,8.0,8.0,8.0,218.0,70.0,1,0,0,0,7,5,7,4.0,2,5,2,2,0,3,6,0,2,0,1,0,1,0
10258,221.32,2024-08-21 09:51:15,Wallet,1024,Flipkart,4586172116954844,458617,Rupay,Black,Credit,+91 8596214997,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,33.52,sonia@outlook.co.in,wallet@flipkart.com,desktop,MacOS,67.0,104.0,104.0,93.0,182.0,0,0,0,0,3,4,6,2.0,3,5,3,2,1,3,5,2,2,0,1,0,1,0
15198,437.02,2024-08-21 09:52:45,Consumable,1506,MilkBasket,4942910948323541,494291,Rupay,Silver,Prepaid,+91 8134227943,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,39.83,rahul@aol.in,consumable@milkbasket.com,mobile,Pixel,83.0,105.0,175.0,15.0,105.0,1,0,0,0,4,5,8,4.0,2,5,3,2,2,4,6,8,2,0,1,1,1,0
10601,218.94,2024-08-21 10:07:18,Wallet,1062,Google Play,4604276504981620,460427,Mastercard,Gold,Debit,+91 7382543277,Bengaluru Urban,Mangaluru,Bengaluru Urban,298.77,ramesh@airtelmail.com,wallet@googleplay.com,desktop,Windows,6.0,17.0,0.0,17.0,0.0,0,1,0,0,1,5,1,5.0,5,0,0,2,0,9,1,8,2,0,1,0,1,0
11086,40.77,2024-08-21 11:01:46,Wallet,1108,Uber,4701828972619983,470182,Visa,Gold,Debit,+91 7924144538,Davanagere,Davanagere,Davanagere,66.8,suresh@yahoo.co.in,wallet@uber.com,desktop,Windows,52.0,59.0,59.0,0.0,59.0,0,0,0,0,3,3,6,3.0,2,0,1,2,1,0,3,0,0,0,1,0,1,1
14922,358.13,2024-08-21 11:13:28,Wallet,1479,Zomato,4713745093896082,471374,Mastercard,Platinum,Debit,+91 7124904034,Ballari,Ballari,Mysuru,316.08,vikas@rediffmail.com,wallet@zomato.com,desktop,,16.0,16.0,16.0,182.0,16.0,0,0,1,0,8,9,8,,4,0,1,2,0,4,6,2,2,0,1,0,1,0
11303,20.94,2024-08-21 11:21:35,Consumable,1127,Zepto,4436335264371275,443633,Visa,Black,Debit,+91 9596189823,Hubli-Dharwad,Hubli-Dharwad,Bengaluru Urban,391.77,suresh@aol.in,consumable@zepto.com,desktop,MacOS,27.0,27.0,27.0,112.0,209.0,0,1,1,0,12,14,12,5.0,6,0,1,2,0,6,0,4,0,0,1,0,1,0
11672,427.39,2024-08-21 11:21:47,Consumable,1162,BigBasket,4285555261259205,428555,Mastercard,Black,Prepaid,+91 9039761167,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,96.83,rahul@bsnl.in,consumable@bigbasket.com,mobile,Pixel,3.0,10.0,10.0,0.0,10.0,0,0,0,0,3,3,9,3.0,1,0,1,2,0,7,3,8,2,0,1,1,1,1
10608,180.65,2024-08-21 11:45:13,Wallet,1062,Swiggy Instamart,4461647209942848,446164,Mastercard,Gold,Debit,+91 9127723821,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,97.46,ramesh@airtelmail.com,wallet@swiggyinstamart.com,mobile,,0.0,6.0,6.0,87.0,92.0,0,0,0,0,4,5,7,,2,0,1,2,2,7,3,6,1,0,1,1,1,0
22071,39.19,2024-08-21 11:45:46,Wallet,1108,Uber,4701828972619983,470182,Visa,Gold,Debit,+91 7924144538,Davanagere,Davanagere,Davanagere,66.8,suresh@yahoo.co.in,wallet@uber.com,desktop,Samsung,52.0,59.0,59.0,0.0,59.0,0,0,0,0,3,3,6,3.0,2,0,1,2,1,0,3,0,0,0,1,0,1,1
10479,108.03,2024-08-21 12:55:44,Consumable,1048,BigBasket,4517237394998575,451723,Mastercard,Platinum,Credit,+91 8017547447,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,21.3,rahul@indiatimes.com,consumable@bigbasket.com,,Vivo,42.0,42.0,42.0,0.0,,0,1,0,0,3,4,3,,2,0,2,2,2,7,2,2,1,0,0,0,1,1
10452,194.99,2024-08-21 15:57:29,Wallet,1044,Zomato,4321437650247784,432143,Mastercard,Silver,Credit,+91 7002679615,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,82.95,,wallet@zomato.com,mobile,,79.0,79.0,0.0,79.0,112.0,0,0,0,0,3,4,3,,4,1,1,2,1,3,4,5,1,0,1,0,1,0
15189,116.06,2024-08-21 16:55:31,Wallet,1505,Zomato,4709873150360143,470987,Visa,Gold,Debit,+91 8933633175,Bengaluru Urban,Bengaluru Urban,Mangaluru,298.77,,wallet@zomato.com,mobile,Samsung,161.0,161.0,161.0,0.0,195.0,0,0,1,0,3,3,3,1.0,1,1,2,2,2,0,4,2,1,0,1,1,1,0
